user_id, username, neuroticism, extraversion, openness, agreeableness, conscientiousness
1297129172096233478,ayman_monty5,79,66,69,68,87
2692928263,amadodb28,62,59,94,97,78
414143106,xii_x_mcmxcv,74,100,111,111,59
24727895,javo_ulaciaban,49,83,88,100,101
496365320,etel_lo,69,66,95,101,97
760330321216671744,manhtran35,80,52,47,93,90
1209633699538571264,andreamilly20,84,55,92,80,72
1310790484286222336,amorochopower,57,81,75,87,87
78632583,eunilsondiasjr,75,98,78,72,76
1457842130102149124,karullafer,103,40,87,68,53
1015715486770741248,methiasmihing,73,77,75,99,91
1291176812815380482,akiharubaby,61,45,100,88,87
1275773617960374273,harukiirl,77,69,103,107,83
1003681177356521472,ichangemyworld,73,56,107,105,101
1300475198362193921,nous366,63,74,91,81,78
846709329118068737,hablamecarolina,73,81,96,71,91
19269804,emanuelvila,70,60,76,80,60
117295977,rafaeltarcisio,47,97,84,84,110
2995218868,yanleitealves,69,85,115,90,89
281793364,jguilhermelm,38,104,102,86,102
791735690610475008,thebeigesheep,88,66,92,87,78
1319269933981761537,elvaduncanllp,50,75,103,95,73
1361563318599651329,sugarlgncandy,62,102,92,103,100
1500125287,mishi_lin,66,91,83,105,85
1212054159794393089,nicoleecmartins,66,72,93,88,92
1477442089,alexgilm0007,36,93,88,93,116
719330596892319744,themirkster,66,82,85,57,86
2526342711,maredargento_,65,86,75,86,80
59787901,avellinodan,49,82,88,71,84
1337029404149641221,pambisitooax_xd,57,73,81,73,80
227675182,chutorosashimi,57,78,89,87,81
774653639386279936,kakalestari77,90,65,77,84,85
1383913248035016707,dream_waiting11,90,77,94,92,56
2730856124,ningnanli,84,75,91,74,66
3134985773,xiumingoo,74,74,92,98,80
88649760,jay_shah101,54,90,85,99,99
89729011,priciliaadriany,88,58,70,89,78
1144443972686884864,wellmaxxbr,53,83,82,100,101
1488178552814317568,uieoo37,68,84,97,85,69
23052529,dougdiskin,59,95,99,85,86
628374864,svmmerthrills,104,76,89,75,54
1156447249141919744,cheesewithcat,92,66,97,87,77
19591409,h4z3l,79,51,97,90,79
1426650672812933120,mimariajulia_,54,83,102,86,102
731732242742022144,benbcde,75,80,94,84,72
1486864204376285187,tristan_angele,58,74,83,93,115
105712157,ivansanjuan,78,81,87,88,87
56500391,thanobre,51,90,97,83,97
3011156389,devansanando,63,80,105,74,86
1216383067234766848,joyyiskah,96,69,80,78,76
355805920,yahoscag,90,69,80,93,113
307841414,_thiaguinhoas,85,85,84,87,72
112608698,chispawatts,61,100,82,92,82
1252822973146251275,seodealmi,84,101,82,93,79
859668199763267584,aparnagurudiwan,53,95,99,70,112
374324623,wndiifu,63,85,81,88,95
387963785,marinasstories,46,90,97,91,107
615220309,yousifnur,79,93,77,67,67
1372344006,danademoron,61,86,105,106,99
1340873967192707072,chimborazohans,84,60,83,66,67
2238153445,alipioluis713,68,82,71,61,74
3119930410,elvaval,93,38,89,81,68
949840062,jmclozano97,51,67,88,98,93
202169324,leaneverre,74,79,100,108,81
1216611026948513793,ngwolf_,53,83,75,96,104
961730275783970816,momtalksstock,65,87,108,94,91
1486823118,silvinanda29,87,80,86,89,92
1261108090029645824,belusantillan_,69,84,82,101,84
4539107115,flpxiz_,60,64,82,78,79
1415697895928573953,armando94215340,76,96,92,83,62
20623657,daninanua,63,85,102,83,85
115809026,natght,50,93,94,96,99
719330596892319744,themirkster,63,69,74,58,84
775321464899796993,harman_361,48,80,74,36,95
1127038865498353664,bruninmagrin,78,73,98,94,79
211324451,leilaartigas,54,84,88,94,99
908886870997815296,tazondeearlgrey,64,85,95,97,86
227473010,lucaspanico0,85,47,94,87,59
2915655713,elaineoli04,84,61,102,84,89
950038979126099969,leonanlr,97,71,92,72,71
1174181556392464384,fssyuri,72,55,72,90,71
1233301077614874624,andreholiveirag,74,85,90,77,70
1204919702167801856,kharismayuli1,76,69,91,85,70
483355681,d4n41d43,85,54,90,85,91
1438272823710130176,aidaintrovert,94,50,103,100,106
203388533,paracorajosos,43,102,106,81,105
213295110,gabe_100,46,97,82,85,97
1106920241878183936,uri_elglz,90,69,81,82,76
79017480,shaggybush26,57,64,93,58,94
110740991,_spinnin_,81,64,74,74,84
706704029,muminaw,71,76,90,102,86
273188887,molto_cantabile,79,68,94,102,79
88720734,saschiell,67,59,76,58,92
56582624,cherry_lipstick,74,80,82,92,82
193872057,wamsgitrs,64,81,85,79,100
96907515,liasheagarcia,105,60,87,55,61
159172027,almisarce,65,98,81,88,105
1438722549395779587,historiasempere,81,81,84,77,70
260383912,rotwiedieliebe_,89,87,68,79,73
1269042777289101315,daveoum,77,64,79,79,74
400888105,carohdez11,92,75,96,79,92
490834261,evengk,69,89,78,87,98
79375186,lapaomontenegro,99,68,99,99,83
54258926,lexnan,69,81,92,88,85
795029944594071552,rayoalcantar,106,55,81,74,86
480105689,baez_dieguisimo,74,59,83,77,85
66144169,mylifeaskarlac,60,78,87,94,100
1417065276,champagnesalo,67,100,78,91,82
60912474,robertop2022,61,78,82,84,86
550370491,baltasarclaes,55,70,83,94,94
1447013965448495106,selvingil,45,112,101,52,107
995798123283927040,ginecologadiana,58,93,75,90,104
1319333185,colochojfrank,74,56,90,65,68
143620407,aaronsp1970,72,86,81,77,86
1331127522155696128,israelpokemon1,69,73,79,83,70
2820345190,mielymenta_,80,83,93,79,84
584527119,karenhiguerau,60,99,87,82,91
83491260,tepo666,86,71,90,71,67
1215836238374211584,pabblina,76,78,84,91,100
909869305684217856,shimura_yan,105,40,87,59,56
157827692,thairuadrianza,70,77,82,88,94
278807131,barbii_duran,83,62,76,84,69
588877819,tonali_biol,82,75,89,93,85
2926455889,eshi_lo,70,79,78,77,87
1199800949679767553,dan_el4,61,76,89,86,79
1181727944370204673,kikit0_,68,94,85,71,76
290330774,bichitamare,85,88,82,93,59
66929109,latortillamexa,91,76,81,79,74
268875018,leomckallister,63,85,96,93,74
51776283,marynaveda,45,93,90,104,113
191540820,lilithpsycho,91,70,86,83,76
1150071379087286272,robson_prof2,54,70,71,90,89
118467375,fabiperezo,49,89,91,93,107
331906493,hulemanco,74,77,87,62,103
251169737,hallyjim,64,60,89,87,112
1370467798611333124,claudiamsg23,91,85,69,73,97
1318745724,srcabronn,75,98,96,101,100
162131721,mahatma_matta,52,88,103,109,107
1236166514555961344,auroradaz12,88,102,94,81,90
1460021726193016834,carolp886644,77,68,90,61,68
23616558,jotaerrezeta,63,87,95,91,88
543115486,jfsamantha,91,103,87,89,89
1063287517,jessuseduarte,69,68,88,83,97
224016117,marichetona,78,59,71,89,78
1146512532573548544,espinosamunro,45,80,89,85,104
173897416,flakissptealto,76,70,66,77,79
173324844,lorenjohannav,55,95,96,100,106
126144758,robertoctamez,54,98,80,92,110
283245299,victorialujan94,65,67,68,89,91
571185419,victordivita,56,94,89,95,96
1729898726,blancamnct,79,68,76,84,70
2420726311,javierpulidoc,30,96,91,112,111
240260347,jrodriguezpra,35,82,94,58,107
126479311,virinred,81,57,72,76,82
1452708503005671431,eduardo88141201,63,92,95,87,107
1600418100,feliperossi127,59,64,99,77,94
295501447,sedah_12,76,65,83,77,81
2981867723,joan__21,89,56,82,74,83
3321966649,jordiobe,62,75,84,84,78
1344660972,71anitamaria1,70,96,82,92,116
3233120521,marianaguia9,68,110,107,100,85
204941155,carlischus,79,90,106,71,79
2252301885,jack_gohen,101,54,70,80,69
48737111,salinasalmad,74,90,98,87,99
973969247469580288,jesusfrausto14,46,88,89,92,87
1321161055586951168,cgabrielmusica,66,92,92,89,82
1437546597622161416,lau_menduca,82,76,90,89,96
1357189135564484611,diegolittlefat_,83,53,91,86,57
43817857,cherrypopdan,72,79,83,84,94
2409852112,tamsthay,71,85,91,95,110
823335655,leolopezdelvall,57,76,94,82,88
1463301065323925506,ruizfava,54,84,76,97,107
208892636,darklotus89,84,71,86,89,84
2207877985,mrarctor,90,63,82,74,76
180635769,vvillxtoro,85,77,98,86,100
3012727237,mtde07,58,82,84,95,106
1149354338,sosjorgec,92,74,74,88,69
136493533,malcomramona15,57,84,66,62,95
133011973,jayjayti,62,99,107,78,96
200717041,hermiella,80,91,90,95,80
3357769090,sergio70yes,72,73,101,83,88
3357769090,sergio70yes,72,73,101,83,88
248456524,janijeni22,85,75,95,81,76
476206526,sebs_hdz,84,61,83,76,85
1164547063,hans23kaemmerer,77,90,85,82,85
1137631083703312384,mnrm_fluffyseal,56,70,93,95,103
243700493,mahy54,75,52,70,112,78
316967163,illuhaste,73,56,66,91,83
3195094825,nicolas7894486,94,53,102,86,64
1140910422507130880,magdalamatrix,67,75,105,105,80
223346651,walls_santos,73,98,95,81,87
1237140354660524035,grr_moritz,66,73,92,79,71
1283415605140389889,markul1o,65,83,75,69,79
748021598431682560,good7ucky,65,76,85,87,70
817745208976834562,ragheb_74,86,69,76,86,92
15264947,ebi_maki_sushi,76,62,97,82,56
294881659,jmartingb,65,76,80,90,80
3018068549,9612cecilia,48,87,80,91,103
1065448113635278848,zak_1992j,97,61,99,97,64
830549070968135683,ceoofbigsad,85,62,104,110,99
281510340,mr_ncubec,42,100,96,84,87
443987776,crankypollyanna,69,62,86,97,100
153966123,cynthialive,42,100,96,84,87
888014804,catfancyceo,105,59,103,87,68
340924145,piza6,83,48,88,96,81
4787817836,andri183623,59,69,61,83,110
2713061366,tweetchinghour,84,61,95,84,84
2212455044,zemaom_,63,73,88,74,75
230061356,handy299,69,75,83,62,88
56887040,caoamosou,66,95,86,81,102
1456602805511548928,ha10202580,68,66,82,73,62
87117152,fagraia,72,72,91,43,85
993491774558502918,putriarifn17,74,62,79,59,72
2521951123,malipulang,65,87,85,92,84
3254648772,wedhuus_,47,84,73,94,110
77942181,hadubeauty,52,92,74,89,104
4768040114,tooopengmuu,66,84,87,90,81
1880085546,diodazenerr,56,94,86,84,78
1431110734360973312,karamahx,58,81,79,83,91
333385813,alfalaq_my,48,76,85,75,76
771722583754600448,guido_dika14,96,45,86,91,81
71748948,fzakbars,70,84,64,82,77
534191558,transarcher,82,58,87,75,84
914238661516038146,mardegarrido,62,109,103,96,73
962578779422965762,queena_0321,45,78,109,69,98
1033517307035828225,umjapaporai,70,85,89,79,76
3244332751,ran_sgm_,79,39,69,89,68
432649723,aaadlsjaj,28,102,102,105,120
187349783,yudhiiiiiii,55,77,82,88,103
33142652,hernan_n,98,86,104,99,49
341978386,sedthawutcult,101,63,92,83,71
1333681508754702337,mr_h_98,66,69,87,76,92
250750477,dryblusee,86,53,85,81,80
2651331902,amysmashurbrain,41,72,92,77,78
1377165330158546944,istp_sage,41,72,92,77,78
19844009,davidrowanarmor,45,77,93,84,99
483080742,karen21g,74,76,96,100,90
879640657257676800,palettepastelad,92,73,75,92,82
1293278961997209600,meufsquimetuent,63,68,103,96,98
173944831,pierreschneider,95,64,89,57,99
184700850,iijojoo,89,78,89,89,66
1118852717865160709,dimzuhuy,68,68,73,86,91
184313640,scrollingforwht,87,81,84,77,69
1221039236033331200,kingdrakorr,79,56,94,85,77
459181337,darasmawarni,84,63,79,81,88
1374331039,theinfitate,36,79,99,93,103
1430930920756834310,sunanpirlo,87,67,89,72,59
990520253892325378,kartikatikoo,98,63,92,83,70
1148942759958667264,laobanshui,85,75,90,90,87
1005954023759888385,zyneoo,73,71,89,96,68
189384653,pinguinaja,48,66,95,96,86
50512411,filando,85,53,75,57,91
3066680334,official_izaz,54,80,85,60,83
629230886,piera_chan,79,59,102,65,76
153242278,kireiharunohana,56,91,74,79,95
1338009535722659843,era2_weekend,84,48,97,73,58
461885113,chanusiast,75,58,62,84,99
1188206630036561925,latenightzim,53,112,101,95,85
2768107569,joakimapelqvist,49,77,74,97,96
338461855,eliasrmendozar,88,38,79,98,72
120032151,mbakmoy,61,92,86,90,99
1019946895,chj02765,89,60,93,80,73
3182001660,thesaltysapphic,88,74,94,92,93
832021673939316737,fred_musical,82,72,88,76,76
822831467638194177,tausendstetini,65,78,104,98,71
1419856645027364870,aprilmaniac_,74,74,71,68,75
1333667203179110401,sitcyo,64,68,69,82,76
1132968623541112833,p_jungyoo,97,49,74,78,65
1266443089,jbeat971,62,100,93,76,98
1381403513993879558,kshsoul1107,37,101,91,46,88
1093323201445150722,kaowstonkao,85,69,92,97,101
1428262907746283527,jordynut,61,65,64,80,85
1040337306912272384,lilakonto,69,68,91,97,91
980558868307574784,d3u_d3u,90,68,91,78,66
193338341,no______hope,69,72,87,79,84
724099080075403264,0binnara,80,57,86,91,75
3112359044,army_mini_,81,64,80,77,94
1396466937069064203,lethenoriver,64,57,84,60,69
1054378115474964480,annewizone,71,85,67,84,72
2394265500,itoh2007yuta,81,67,78,92,76
759107775762800641,bluelemonade_2,96,67,102,65,77
1295255999129911298,ikea_new_puppy,72,96,85,66,80
2879531059,mummaaam,84,71,76,85,80
264825441,diarine37,77,81,104,80,82
1393601605849653248,toooosieslide,76,91,90,58,53
1364589569258102835,rookie8123,79,52,88,75,61
1022796663818137603,ok1_runm,76,71,87,85,86
1283115251626414080,whdtjddll,75,76,60,61,89
1147531162148982785,honnabolae,68,81,101,69,59
1147531162148982785,honnabolae,68,81,101,69,59
1180692927028187136,bft_blue3,68,79,90,81,70
1228001484073078784,sacsac49,96,65,92,66,59
1271189861219721216,t678101,91,68,91,88,68
283849065,gojejegojeje,80,78,95,78,97
2759390012,hachappipi,88,56,82,80,59
395195009,ake__dawn,63,73,85,77,78
1395227162207080448,longforthat,81,65,81,77,80
2613634332,gksmwkr,69,72,90,81,76
1083414007099215872,613_naru,78,56,84,89,61
763025387756544003,8bit_8bit_,74,67,96,87,78
722836235547332608,jeje_duk,61,86,87,64,74
1243879686389686273,ff14_gunter,99,54,82,72,63
1000607433314615296,golo516,68,64,50,96,87
706000901790572544,spy0_05,83,68,85,80,68
2646269306,precielous,95,37,109,108,64
753535335137587202,green_chaelin,80,77,80,76,59
2975420311,muu_zz_aa,98,86,96,77,70
1358863283764174848,tlspal,91,59,100,88,66
544076136,sikbbang_mika,86,102,106,94,76
1422181259833266176,eclairtoast,78,55,77,90,70
1041637185437331462,boktheseon,97,57,92,84,65
1140251360,hadrianus753,80,60,92,93,76
807151797949190144,__marinkarin__,91,50,93,80,43
1233612713797898241,023pc,58,76,85,77,97
4689613111,twentyinfante,85,85,85,65,67
1293739594681262080,chagg_i,59,60,90,72,60
959115872794128384,maemi_gov,81,44,91,79,53
1258991998725320705,pocariyes,57,62,99,92,91
1287352632177115136,ji_ji_45,93,46,93,60,57
1355024105494306817,babyhyakunosuke,85,86,88,84,55
264595859,brain_baam_boku,49,95,78,87,96
490162902,milkway0825,79,65,83,86,67
975364906294759424,hana_for_there,84,90,82,96,83
846709922037358592,minju_where,85,57,60,91,64
1112167456657698816,koggummeong,86,63,76,72,72
1174898852278652928,with_dallae,95,54,83,92,77
2594225520,solidity_fo,74,63,89,83,57
975188586063540226,luvu_yena_,80,74,90,87,86
1298590513159790598,_idiaaaa,97,64,76,84,73
867518230893428736,sal_in_mi_su,66,64,85,80,89
1226117937632661505,sister_n_snow,100,54,76,77,70
1097789456180862976,paulpaulinlove,59,101,99,86,96
1312421119576530950,eobox1,66,44,61,101,100
827474102206156800,liiilllilillili,72,64,79,81,74
1280410206023770117,sue09422079,75,67,87,90,100
729308691711676416,dicamax_d_tab,69,79,89,87,81
949641046371180545,summer_infj,77,45,86,75,82
1393601605849653248,toooosieslide,78,91,92,58,51
1325043276072693760,istp_stargo,49,48,78,67,63
1309473224594345984,qzzzzzzzzzz_,89,67,95,82,79
1353922038377771008,innewhanover,76,87,65,71,90
1374331039,theinfitate,46,72,90,96,97
1057011133,purenmul,72,65,72,78,89
1162752244938235904,joke_0828,62,67,72,73,72
1229366424537157635,angryestj,74,70,67,65,86
3026059231,atempo_9o,81,72,81,79,69
1399050443603406848,gumuihwanhyang,73,96,107,88,82
1229500276152750080,sin30_c,56,93,99,70,45
1263386770311221250,ovu_oohrock,84,49,92,43,59
2277138235,pepperkake_mann,91,60,104,94,53
1041272125816954881,gami1611,85,51,62,68,87
528210505,syesea_opm,63,93,86,81,76
1376505682665463813,lovesome_my_,81,65,92,71,71
1256999203827445760,then_itsover,79,50,63,61,71
1298531555426541568,mimmiing_istp,57,57,64,73,78
2699365398,piglet_pongpong,59,63,63,69,79
1424916416281468934,onyang_otk,53,84,96,100,89
819533361899110401,aeiou936,98,58,92,86,67
783557306332041216,btheluckyone,87,67,96,87,49
1358743382030311427,lovememore0310,70,71,99,61,81
1353217607604834304,climbing9ri,62,105,97,94,80
1134171054224662528,_stabilitree_,86,66,85,83,77
1404488500267798530,shrinked_hyo,57,52,54,70,61
1298668531383320576,inftj_a_catty,62,61,89,78,81
1029743579516690438,sleepy_jipsuni,92,56,80,88,61
707582442207449093,aiolaatedudept,100,81,82,95,75
1267331269349699584,work_whathehell,43,97,79,46,99
1256893319432433669,infj_t_octopus,74,75,107,101,78
2391844638,nuvol25,80,52,82,88,87
1257578763530821633,istj_yesjam,75,49,68,74,88
1223922685094322176,chowonimnida,63,105,78,80,91
824198281802776577,cha_ud0ng,92,84,89,72,73
1377963189049036803,montblanc_17,43,84,70,81,104
1144314141588389889,ljhhhh68,69,40,62,73,64
1023503967446163457,sheisiz,62,81,94,74,81
1399379259244769281,ravelpicon2,65,55,76,74,69
1374372019672784906,want_berry_rich,63,75,69,64,109
1375793785347612678,isfp_a_acacia,64,73,85,100,65
1261302806717165569,mondea_mallla,74,58,79,64,64
1309821739518451713,zzzigae,63,79,91,87,81
1378936344211169295,infj_escaped,82,53,83,76,85
769802118140006400,dodoing444,49,94,82,76,90
1190550461218078721,japduckjapduck6,81,74,78,77,65
1385118704795488257,im_not_animal,78,92,85,70,59
138080218,azulskyz,104,59,106,72,65
852160727083343873,duck_in_us,64,71,81,82,85
2261083274,moohwa13,87,74,85,97,91
220847879,id_mj,93,46,79,81,84
1443026124,ramskrrt,85,70,64,96,76
1329424544029761537,yororongkukuru,88,66,95,75,71
81787574,kevincby_,97,69,96,80,72
1320963506305339392,l22_w0n,98,53,97,89,86
955430664060334081,c_yunjyunj,60,64,75,83,89
1248779108164579328,ryemin_73,93,63,83,89,65
1218395045776121857,linwo_o,86,44,98,43,90
792013267770093569,5so5sio,75,62,67,88,49
4623453144,nyungnyang,93,47,95,92,53
768129555949248512,tastnfeel,67,58,81,63,69
1166640154540482560,hyun__daily,100,75,84,78,59
1222304277265297408,happy_garibi,105,63,87,78,68
1261662250462412800,pp_pcent,64,94,92,68,49
1234575884440371201,hooyap01_p,82,73,40,62,78
1899602838,hongsijams2,96,51,83,94,53
1020711125602615296,atobe_kiki,77,62,81,66,85
1409887382380462089,hyex1211,101,64,75,66,82
1145955903637602304,windowlicker41,50,65,93,67,98
3161325451,jea_entj,35,99,90,62,100
4234310538,parkhr5305,70,69,80,85,76
997830688429686786,vanish_moon0921,49,70,93,79,99
1365555015310475264,queti62,94,56,64,57,53
1241481376446070784,daylight1275,55,61,88,70,78
1384701880601702404,yonso_pptnz,67,90,95,60,68
1333940700312858624,lee981003,100,53,87,87,44
1407879324783443969,hello_pptnz,58,47,80,77,83
1067440365819506694,3l6lbfcigarjwpo,100,61,87,91,66
776756336201576449,hetbamtol,92,50,64,84,62
1415004562977480707,zhfhsktlqkf,60,98,78,62,85
890071576355500032,ddubb_ra,58,91,97,68,90
1392809357553766403,mygod_mamam,84,95,84,64,56
986732460,lomi_18,55,86,83,38,79
1334762263,ghksl1310,66,91,88,89,79
1410476259092570117,kanozy0,49,76,90,71,82
878610045671358464,burandangduk,81,67,92,82,71
750221437269446656,rapit_bling,98,68,94,70,62
963713587096137729,leemakgu,72,88,83,85,80
1013342549073784834,suzynotfound,88,75,93,84,66
1192405478250184705,xtcycj22nlwouk2,80,58,81,57,69
1375797826437844995,gothux7,57,107,94,70,81
845664687660318725,dbsgk9455,61,79,85,71,80
280467411,whwnddlf1978,65,68,95,85,95
1202952737404510213,givemmme1,100,59,77,81,68
1041348102823636992,anzu_mamang,75,93,102,96,68
1173382697093193731,htlfw,90,73,76,84,57
1377147138094686212,ssoong_nung_0o0,100,50,81,80,42
1064171651745501186,w1nter_snow,82,81,101,90,64
1070302586,ranostephania,70,77,81,93,104
1064167236338733056,dearestadell,100,52,82,79,61
235868843,artemisdalnim,75,70,92,89,65
4636618813,wldnakswka12,90,65,98,92,58
169794435,realhueri,89,52,69,90,90
44789539,tabheekim,77,82,95,95,71
1366917069942386695,mini_corn_,93,73,62,85,76
1167712812493205505,odd_ginger,88,56,76,73,61
830777006497288192,gudok_duck,83,85,92,82,62
